KaiinID,AuctionID
12864,1807581
12864,2168502
12864,1563874
12864,4001654
12864,3309873
12864,3922985
12864,407343
12864,2666543
12864,3876692
12864,459832
12864,546058
12864,2811090
12864,494624
12864,1280961
12864,968247
12864,2355410
12864,2395724
12895,3460874
12895,1246548
12895,2485038
12895,2537330
12895,3106331
12895,3400336
12895,27144
12895,1481900
12895,2486567
12895,3495907
12895,887548
12895,1384718
12895,2960469
12895,1862886
12895,1015259
12895,3915952
12895,1137795
12895,2362974
12895,2737445
12895,2863624
13032,3384088
13032,2401717
13032,1082266
13032,3482250
13032,3854803
13032,198139
13032,849363
13032,1493163
13032,1549303
13032,1793770
13032,2116085
13032,2886971
13032,1525462
13032,656221
13032,3952524
13032,1839691
13032,4102645
13032,649919
13032,3241131
13032,3143539
13270,3563535
13270,1389570
13270,1420330
13270,2442468
13270,2053240
13270,2638655
13270,1879833
13270,626260
13270,739924
13270,1683405
13270,2703210
13270,3649437
13270,1310487
13270,3694259
13270,3189540
13270,3099129
13270,3180393
13270,334728
13270,3221783
13270,892139
14011,969647
14011,2600624
14011,3790095
14011,310875
14011,1154504
14011,415222
14011,450091
14011,2323416
14011,2555556
14011,2812443
14011,3297155
14011,3497783
14011,3824300
14011,364973
14011,388127
14011,835876
14011,3557506
14011,208950
14011,2571297
14011,3292383
16149,1360374
16149,711550
16149,219609
16149,3721753
16149,3048161
16149,2067776
16149,3695657
16149,1357476
16149,1617916
16149,2873984
16149,352538
16149,3418642
16149,2259963
16149,2912334
16149,3106065
16149,1548382
16149,3163872
16149,3527968
16149,3108303
16149,747848
16907,3525479
16907,1892256
16907,2253900
16907,2377763
16907,635908
16907,2672126
16907,3367442
16907,289721
16907,680755
16907,685524
16907,3178764
16907,3767295
16907,2016880
16907,2844343
16907,2297062
16907,143618
16907,681
16907,2355279
16907,2861242
16907,3470652
18033,3537912
18033,1486526
18033,2775574
18033,726579
18033,3635655
18033,1163795
18033,1087085
18033,1087154
18033,2311118
18033,965100
18033,1765133
18033,2471534
18033,3744321
18033,566528
18033,3571996
18033,2168824
18033,3274468
18033,1686443
18033,1811832
18033,2371408
18528,1008288
18528,3338507
18528,206048
18528,1514183
18528,1667801
18528,2799793
18528,701079
18528,1811927
18528,3334926
18528,3617203
18528,2656899
18528,2243275
18528,3639552
18528,3418524
18528,3191846
18528,3536792
18528,3652599
18528,3297952
18528,3824359
18528,2654333
18796,3350848
18796,3238149
18796,2614220
18796,1439217
18796,2219114
18796,3390828
18796,696743
18796,20036
18796,123212
18796,524370
18796,2782732
18796,2528216
18796,3795783
18796,222725
18796,2394
18796,3256518
18796,618808
18796,2117676
18796,969732
18796,1206061
19508,143400
19508,537061
19508,3043143
19508,583292
19508,853335
19508,2160793
19508,3346663
19508,1884895
19508,174040
19508,1841252
19508,1399611
19508,1483351
19508,3518891
19508,410201
19508,3594446
19508,1226106
19508,2642774
19508,268505
19508,1356431
19508,984267
20080,1393222
20080,4041460
20080,93956
20080,3803963
20080,610768
20080,873699
20080,3693609
20080,2755924
20080,3254255
20080,1348537
20080,2645069
20080,2950287
20080,1762689
20080,1015751
20080,191933
20080,2234451
20080,20689
20080,3082306
20080,3140838
20080,319428
20468,549750
20468,727907
20468,774993
20468,1208354
20468,1395006
20468,1484246
20468,2146416
20468,2715310
20468,2731291
20468,2853349
20468,3038943
20468,3342163
20468,3391531
20468,3554002
20468,4000018
20468,208915
20468,1195160
20468,940060
20468,375420
20468,415222
20921,565303
20921,2975035
20921,41854
20921,847213
20921,1171029
20921,2215891
20921,3893762
20921,1953013
20921,3299179
20921,3634422
20921,3625713
20921,1457353
20921,609113
20921,3701267
20921,1221974
20921,1263478
20921,1662164
20921,2458013
20921,2766167
20921,2869589
21923,2824271
21923,3552265
21923,1920848
21923,2339718
21923,198403
21923,3262017
21923,500077
21923,2687982
21923,3555778
21923,3925724
21923,3782203
21923,2432458
21923,1626082
21923,2886845
21923,2864485
21923,441710
21923,460820
21923,1438282
21923,3830708
21923,2991222
22831,1982012
22831,1318972
22831,1390716
22831,1757396
22831,2693241
22831,3444564
22831,103674
22831,600146
22831,724214
22831,1504079
22831,2674491
22831,1971867
22831,31282
22831,673391
22831,1040070
22831,1092240
22831,2510126
22831,2840797
22831,4086034
22831,407198
23041,102560
23041,1410008
23041,2503969
23041,3213000
23041,570469
23041,3252125
23041,3821153
23041,387315
23041,3251056
23041,1892741
23041,529672
23041,2636308
23041,3843974
23041,2091415
23041,688206
23041,1143887
23041,2595288
23041,3521075
23041,962331
23041,768208
23765,3572435
23765,924161
23765,1579108
23765,3744910
23765,2994774
23765,3638600
23765,784242
23765,1622056
23765,546691
23765,1324561
23765,2530334
23765,3450974
23765,3408124
23765,3431887
23765,3858934
23765,3072799
23765,1553085
23765,3498723
23765,1942634
23765,1699822
23837,993519
23837,1374262
23837,3379422
23837,789816
23837,3065386
23837,2089093
23837,737394
23837,2055505
23837,1358298
23837,1951868
23837,3418084
23837,3012958
23837,229903
23837,2895788
23837,1289087
23837,24177
23837,1856573
23837,2947541
23837,2694301
23837,2282253
24193,1040574
24193,1854666
24193,3213171
24193,3056127
24193,2569930
24193,221476
24193,3124484
24193,3000539
24193,1596083
24193,2890673
24193,1154455
24193,3620437
24193,3529194
24193,1175559
24193,1612088
24193,943480
24193,650247
24193,3515856
24193,236862
24193,349259
24679,965559
24679,1405256
24679,1603866
24679,1877414
24679,2576357
24679,529644
24679,585946
24679,705242
24679,1173264
24679,1176850
24679,1249527
24679,1273653
24679,2208204
24679,378947
24679,3355750
24679,1070998
24679,2223896
24679,2317402
24679,2599515
24679,2645131
25336,651158
25336,3342163
25336,282877
25336,2043527
25336,3977867
25336,3774129
25336,35671
25336,4050102
25336,70966
25336,1138646
25336,1588414
25336,2738529
25336,1891850
25336,2187800
25336,3229955
25336,4015337
25336,3556259
25336,681
25336,1137844
25336,2204752
25444,1270962
25444,2124839
25444,4101480
25444,1611087
25444,928901
25444,3720282
25444,561383
25444,1063437
25444,126600
25444,987066
25444,1538148
25444,2483609
25444,2531033
25444,2630915
25444,3762079
25444,2749282
25444,1936085
25444,1468941
25444,1856360
25444,2633741
27336,2899638
27336,3856818
27336,554478
27336,2391355
27336,2517848
27336,2769158
27336,200802
27336,3665652
27336,4036111
27336,87431
27336,2410348
27336,2932613
27336,3282296
27336,3983158
27336,3373992
27336,3441517
27336,3357139
27336,812002
27336,1230047
27336,135843
27809,1550667
27809,3103036
27809,1616770
27809,2406829
27809,1371485
27809,3030147
27809,1101253
27809,1779940
27809,1882024
27809,3629734
27809,2316813
27809,3301433
27809,1460605
27809,2474290
27809,3930271
27809,2660917
27809,1089706
27809,2754898
27809,1501933
27809,90145
28440,3935022
28440,238899
28440,3743938
28440,1140726
28440,2654829
28440,2728646
28440,3040884
28440,3062789
28440,3132977
28440,3164140
28440,3831633
28440,3930274
28440,3975223
28440,1665376
28440,3213671
28440,2529206
28440,194702
28440,385133
28440,494694
28440,871681
28727,2964089
28727,822370
28727,1070519
28727,2072807
28727,2333858
28727,151340
28727,313630
28727,364973
28727,835876
28727,1008248
28727,2283947
28727,2334754
28727,2739761
28727,3525061
28727,3824300
28727,3949688
28727,4032709
28727,406436
28727,859482
28727,932075
29435,3525479
29435,3104244
29435,2404980
29435,1710023
29435,2673912
29435,3093883
29435,3133611
29435,3793004
29435,705430
29435,889798
29435,1863744
29435,2135037
29435,2585967
29435,3528880
29435,1607204
29435,1620904
29435,635908
29435,1328930
29435,1994772
29435,2160999
29819,2634548
29819,3817955
29819,1073744
29819,1990833
29819,1543769
29819,3261803
29819,4064471
29819,211377
29819,2181270
29819,2943909
29819,3250703
29819,3632557
29819,1040548
29819,2863624
29819,419978
29819,713057
29819,766430
29819,2578281
29819,2584879
29819,1650972
31239,1457976
31239,3713723
31239,1226495
31239,1881978
31239,450
31239,2501156
31239,2934253
31239,248195
31239,3536868
31239,3425872
31239,2285553
31239,284047
31239,700088
31239,3069578
31239,1798234
31239,1044574
31239,3100972
31239,1801234
31239,15889
31239,872119
31813,2493640
31813,2084846
31813,3118365
31813,203605
31813,602040
31813,2527872
31813,3724855
31813,1285759
31813,2252044
31813,3104391
31813,921425
31813,890416
31813,563413
31813,1317129
31813,2330698
31813,1764521
31813,2840516
31813,3492249
31813,2295788
31813,118273
31841,3618516
31841,159814
31841,3064879
31841,2247381
31841,1623657
31841,2262919
31841,3911671
31841,1901599
31841,1024424
31841,1763927
31841,2271326
31841,2871018
31841,2646765
31841,2054498
31841,671539
31841,858860
31841,2151775
31841,2449156
31841,3096724
31841,1107810
31897,121349
31897,3909598
31897,1136887
31897,2743341
31897,1645716
31897,726195
31897,28702
31897,1183375
31897,2241574
31897,2201989
31897,2298789
31897,190813
31897,2527237
31897,342408
31897,543554
31897,623283
31897,3058168
31897,4097657
31897,751286
31897,4076385
33126,2209025
33126,3197396
33126,1780583
33126,1672565
33126,3704491
33126,420038
33126,2811043
33126,1521431
33126,1637568
33126,2776701
33126,1588414
33126,316074
33126,3193582
33126,924197
33126,1264251
33126,897317
33126,3935292
33126,1236929
33126,752237
33126,3083881
33931,596848
33931,1340524
33931,1834595
33931,2265308
33931,152433
33931,3337574
33931,1880279
33931,1815646
33931,775469
33931,2775950
33931,2049661
33931,3720915
33931,4044297
33931,3912581
33931,2013400
33931,1281683
33931,774576
33931,3107500
33931,1908039
33931,37385
34109,200039
34109,682319
34109,2983420
34109,3758316
34109,198653
34109,3176282
34109,2290543
34109,391607
34109,3601625
34109,3329152
34109,424328
34109,1091136
34109,1620550
34109,2055174
34109,286572
34109,1457370
34109,821776
34109,4094006
34109,1584430
34109,3549369
35622,366574
35622,1507423
35622,1520672
35622,2123271
35622,2962307
35622,1343490
35622,2002426
35622,2482260
35622,2828517
35622,1550774
35622,1807380
35622,3153900
35622,4051720
35622,3408022
35622,2000726
35622,3035170
35622,3046773
35622,3804499
35622,1927787
35622,1482907
35823,2584220
35823,1804851
35823,378737
35823,1268766
35823,3860145
35823,3326978
35823,364522
35823,3470549
35823,119148
35823,3986932
35823,621486
35823,3890072
35823,433229
35823,2186962
35823,683939
35823,1602466
35823,3147934
35823,3069496
35823,1902804
35823,1506359
36012,1270962
36012,1195160
36012,1536439
36012,2558053
36012,1310038
36012,1186960
36012,1037130
36012,1846681
36012,922728
36012,2318606
36012,3533857
36012,1518752
36012,1877364
36012,3582087
36012,1316138
36012,63154
36012,3037091
36012,4068164
36012,1825506
36012,634586
37205,1050587
37205,2001744
37205,89781
37205,1137111
37205,3462870
37205,2683347
37205,1857824
37205,152433
37205,3337574
37205,1880279
37205,1815646
37205,775469
37205,2775950
37205,2049661
37205,3720915
37205,4044297
37205,3912581
37205,2013400
37205,1281683
37205,774576
38066,275595
38066,293446
38066,468324
38066,1471954
38066,1537590
38066,1581723
38066,1603866
38066,1716596
38066,1866485
38066,2146416
38066,2498382
38066,2997479
38066,3219384
38066,2363260
38066,3268436
38066,648465
38066,3229647
38066,191272
38066,221874
38066,940060
39421,74214
39421,603323
39421,3227866
39421,328003
39421,493528
39421,1589708
39421,1965737
39421,2259848
39421,2686801
39421,3236378
39421,523613
39421,527675
39421,36342
39421,1336721
39421,591477
39421,3110067
39421,4039160
39421,823522
39421,936897
39421,2567986
39630,763709
39630,1476602
39630,3580719
39630,3471043
39630,2078258
39630,766562
39630,1696484
39630,1758712
39630,3016765
39630,1631951
39630,2914981
39630,593601
39630,1930953
39630,842365
39630,852370
39630,951171
39630,3422367
39630,3472403
39630,3944743
39630,539556
39918,2662759
39918,286920
39918,466495
39918,510367
39918,519033
39918,975695
39918,1628635
39918,2328684
39918,2732918
39918,3082802
39918,3228091
39918,3400761
39918,3409041
39918,3975255
39918,2645775
39918,3369334
39918,3404883
39918,389816
39918,2176706
39918,3077326
40015,16672
40015,565303
40015,2617946
40015,1680852
40015,1200854
40015,3049170
40015,3187448
40015,2107906
40015,3218081
40015,2472075
40015,831817
40015,3082167
40015,919201
40015,1102553
40015,3076211
40015,507468
40015,2782521
40015,1211033
40015,2270595
40015,727836
41194,3712504
41194,3726398
41194,1112491
41194,1333329
41194,2159671
41194,1865366
41194,3150288
41194,3488159
41194,2279422
41194,2956568
41194,908376
41194,3980377
41194,2317557
41194,2503227
41194,553043
41194,2661560
41194,1890766
41194,309391
41194,562132
41194,80643
41345,3601478
41345,4025040
41345,2919360
41345,3232005
41345,3275513
41345,1306045
41345,1097477
41345,1362630
41345,967542
41345,2905574
41345,70749
41345,1493707
41345,3183421
41345,604571
41345,1544753
41345,2466141
41345,3615270
41345,2254015
41345,901266
41345,203257
41912,1304980
41912,3367612
41912,3990110
41912,269560
41912,2019297
41912,2309994
41912,2729528
41912,2800559
41912,2501898
41912,2359154
41912,2923817
41912,3546320
41912,3260575
41912,35375
41912,84154
41912,413768
41912,1198635
41912,1764516
41912,2359721
41912,2887386
42063,119803
42063,143400
42063,321358
42063,413844
42063,1395006
42063,2146505
42063,2853349
42063,2997479
42063,3082588
42063,3162512
42063,3806920
42063,4000018
42063,4079840
42063,2181929
42063,208915
42063,331128
42063,521867
42063,583292
42063,1011347
42063,1195160
42708,3227866
42708,1999376
42708,2589972
42708,1710857
42708,3880921
42708,1313813
42708,616673
42708,1658666
42708,3519735
42708,3937571
42708,159954
42708,3265135
42708,2323488
42708,3119771
42708,2586469
42708,1268766
42708,3262710
42708,202566
42708,152433
42708,3337574
43016,2319116
43016,178902
43016,1576458
43016,2334227
43016,3790053
43016,1771683
43016,3251945
43016,123421
43016,2280793
43016,354053
43016,3764763
43016,1054460
43016,2331937
43016,3942293
43016,1605424
43016,301778
43016,118396
43016,4091396
43016,2014899
43016,1832697
43826,3859177
43826,822370
43826,541772
43826,663624
43826,1209272
43826,1404920
43826,818117
43826,1008248
43826,2843944
43826,2993250
43826,3989308
43826,3990541
43826,4032709
43826,1626449
43826,2287355
43826,113543
43826,2033914
43826,2585185
43826,3395449
43826,4066217
44487,307465
44487,2578171
44487,3346479
44487,2315149
44487,4073296
44487,1514256
44487,600091
44487,3631525
44487,2366583
44487,3377521
44487,3815954
44487,1515397
44487,4065633
44487,1981929
44487,1708789
44487,356274
44487,3626428
44487,2216768
44487,1671418
44487,3412614
44978,3432143
44978,1234088
44978,1703817
44978,3187814
44978,483128
44978,4072318
44978,807608
44978,742810
44978,3438272
44978,4073093
44978,3379481
44978,2353529
44978,26881
44978,3306793
44978,3300868
44978,2758364
44978,2446843
44978,3429095
44978,2130365
44978,3537966
45522,16672
45522,605482
45522,651158
45522,727907
45522,1086208
45522,2052299
45522,2840199
45522,3342163
45522,3659471
45522,724813
45522,1385753
45522,2906589
45522,3431205
45522,3465571
45522,3511304
45522,35054
45522,495079
45522,550470
45522,1042310
45522,1175038
45955,3654093
45955,380591
45955,30826
45955,2363260
45955,235223
45955,1362557
45955,1904888
45955,2197895
45955,3241293
45955,1357954
45955,1228514
45955,1413498
45955,1796266
45955,182196
45955,2967001
45955,1504139
45955,1752842
45955,2774090
45955,34037
45955,1400308
46862,243876
46862,2964089
46862,3605917
46862,3961663
46862,1208013
46862,3376809
46862,3801449
46862,1618253
46862,2938479
46862,2849028
46862,975360
46862,1850655
46862,3080160
46862,3409068
46862,3473605
46862,3754320
46862,3750989
46862,518418
46862,1074021
46862,3644712
47737,3501563
47737,876123
47737,1537435
47737,347628
47737,3426315
47737,856660
47737,2358664
47737,3940348
47737,551240
47737,1874572
47737,3795527
47737,466227
47737,1814187
47737,2798884
47737,3147761
47737,106973
47737,712903
47737,79118
47737,712067
47737,905479
48459,3171774
48459,3273299
48459,1368266
48459,1454451
48459,3112607
48459,1341660
48459,1734678
48459,522871
48459,288550
48459,1307299
48459,2933712
48459,2354867
48459,3457474
48459,2257738
48459,3855370
48459,695990
48459,2635021
48459,2709261
48459,633596
48459,1592153
49064,996829
49064,1688605
49064,313843
49064,1147881
49064,2390140
49064,3218081
49064,3308966
49064,3161771
49064,3364532
49064,1196077
49064,4094751
49064,555037
49064,1922101
49064,4020626
49064,3194479
49064,541331
49064,2111414
49064,2981048
49064,1227337
49064,3732297
50547,488179
50547,3925320
50547,1242910
50547,312035
50547,2446179
50547,3932524
50547,2271034
50547,1838826
50547,981311
50547,1520010
50547,1924391
50547,830873
50547,411132
50547,2816629
50547,2940226
50547,1605409
50547,2212651
50547,1378865
50547,3136868
50547,2430984
50614,2572855
50614,2114185
50614,3238091
50614,2103245
50614,101063
50614,1844756
50614,625856
50614,1535239
50614,3147474
50614,243722
50614,209786
50614,2248494
50614,2089921
50614,3423328
50614,3126640
50614,3059604
50614,3915847
50614,1402202
50614,682026
50614,1822246
51157,310185
51157,829930
51157,2162981
51157,3209530
51157,3327364
51157,3927563
51157,476427
51157,713386
51157,951403
51157,1611916
51157,1847400
51157,2052188
51157,2347474
51157,2742127
51157,2795152
51157,3104244
51157,3167662
51157,3199305
51157,3276488
51157,3855867
53734,605482
53734,329877
53734,2587168
53734,2599515
53734,467949
53734,1446905
53734,3343043
53734,3389692
53734,961670
53734,2753103
53734,275898
53734,2941757
53734,1282637
53734,876623
53734,2533990
53734,1137525
53734,3712727
53734,941822
53734,2281240
53734,246649
54429,2622091
54429,2709857
54429,1138702
54429,3093697
54429,3049303
54429,1949186
54429,2102526
54429,3676109
54429,21009
54429,381798
54429,447002
54429,511462
54429,530209
54429,532885
54429,584585
54429,725590
54429,971137
54429,2209620
54429,2245087
54429,2319735
54730,3876611
54730,449535
54730,1049639
54730,395143
54730,1035945
54730,2837820
54730,1198261
54730,99291
54730,1374393
54730,3814058
54730,842735
54730,2307286
54730,1924232
54730,1955382
54730,2727559
54730,1561338
54730,803022
54730,1598855
54730,167270
54730,1347033
56233,146347
56233,3153665
56233,2619812
56233,2710109
56233,3104723
56233,2371536
56233,2560620
56233,3275414
56233,2068331
56233,2199278
56233,689277
56233,91551
56233,1668819
56233,435968
56233,1002946
56233,1338526
56233,1133367
56233,482382
56233,3532599
56233,2785641
57631,1471954
57631,354198
57631,2154110
57631,25055
57631,3319054
57631,3881148
57631,421476
57631,1596106
57631,3977593
57631,3695766
57631,3553668
57631,995201
57631,2110580
57631,2238924
57631,3394090
57631,2542158
57631,3694953
57631,1445993
57631,1618257
57631,1827095
59242,1959080
59242,1058293
59242,4002530
59242,2419929
59242,2511093
59242,2795584
59242,913673
59242,3100918
59242,462422
59242,4083640
59242,159002
59242,880912
59242,2426786
59242,883053
59242,2304279
59242,830949
59242,3026668
59242,3101365
59242,3481050
59242,2802074
59582,570306
59582,1051721
59582,3820644
59582,1979189
59582,782636
59582,1321463
59582,1894103
59582,1331407
59582,3890756
59582,1214009
59582,3500082
59582,1308857
59582,580964
59582,2791843
59582,1782615
59582,3376841
59582,3541515
59582,3746356
59582,2047737
59582,903129
61291,2919816
61291,3606473
61291,2257675
61291,1957597
61291,1127887
61291,156975
61291,3171032
61291,1039954
61291,2933138
61291,1984295
61291,719832
61291,3681834
61291,693825
61291,3429595
61291,1239244
61291,3906924
61291,552824
61291,2337706
61291,1084819
61291,1416669
62283,3925405
62283,3618969
62283,879469
62283,1509526
62283,3652226
62283,3677267
62283,159814
62283,2000918
62283,2067078
62283,841683
62283,894054
62283,3204429
62283,853545
62283,1799492
62283,3568495
62283,1765234
62283,2745221
62283,4076977
62283,1753079
62283,3649157
62440,880667
62440,1171460
62440,2190832
62440,542853
62440,1234435
62440,3530285
62440,2083658
62440,746809
62440,2630948
62440,1400147
62440,2464776
62440,734901
62440,2030605
62440,38796
62440,3437253
62440,206805
62440,3292432
62440,582493
62440,253071
62440,3018273
63532,2282128
63532,1757396
63532,747311
63532,297649
63532,2614220
63532,3383922
63532,2499948
63532,2812053
63532,956712
63532,3855072
63532,2438781
63532,902081
63532,1053320
63532,827074
63532,1889037
63532,2528475
63532,701670
63532,626351
63532,1652693
63532,1298259
64002,1796636
64002,365221
64002,3899827
64002,1637991
64002,1788967
64002,2097869
64002,2569717
64002,2584820
64002,4018323
64002,1909047
64002,911437
64002,1038864
64002,1993003
64002,2915436
64002,1822393
64002,3170979
64002,1020393
64002,3743327
64002,2148158
64002,1452707
64255,3292481
64255,3986140
64255,1381134
64255,2511060
64255,2878670
64255,2360477
64255,451304
64255,3828063
64255,1836997
64255,1944507
64255,2986896
64255,1745045
64255,1976867
64255,3901447
64255,3682564
64255,440043
64255,456449
64255,2832333
64255,2126848
64255,2397052
64984,605482
64984,1651322
64984,602519
64984,3369813
64984,3486244
64984,41812
64984,2235687
64984,1599752
64984,2082659
64984,3784591
64984,219654
64984,3227809
64984,155195
64984,1986935
64984,2422662
64984,2317132
64984,1741600
64984,3331219
64984,3825971
64984,2405245
66759,603323
66759,1765378
66759,493528
66759,970241
66759,1749940
66759,1965737
66759,2455791
66759,1726827
66759,1927561
66759,3274528
66759,1063010
66759,2989597
66759,1710857
66759,3880921
66759,309258
66759,562981
66759,616673
66759,1658666
66759,2054819
66759,2166844
67280,739466
67280,232312
67280,1318972
67280,3444564
67280,3792257
67280,1654182
67280,2163828
67280,2814252
67280,768826
67280,1946469
67280,2416056
67280,3412768
67280,796632
67280,1395564
67280,1637568
67280,2679447
67280,2195905
67280,2992475
67280,4085410
67280,1971408
67398,583853
67398,769515
67398,1992699
67398,3013674
67398,535870
67398,2504214
67398,1447016
67398,2028058
67398,34544
67398,1383219
67398,3084151
67398,39831
67398,1778502
67398,183065
67398,568652
67398,2021295
67398,3958521
67398,3272487
67398,3462207
67398,3388212
67679,330924
67679,850928
67679,1289656
67679,2909831
67679,3021020
67679,4020821
67679,1892256
67679,1717622
67679,2949881
67679,940576
67679,2154110
67679,3452166
67679,3615105
67679,522491
67679,1010801
67679,3815921
67679,1340493
67679,3025401
67679,3504090
67679,1557197
67828,437749
67828,1062848
67828,1067715
67828,1207061
67828,3264801
67828,3589156
67828,3720056
67828,1096732
67828,2808465
67828,3641473
67828,471498
67828,2089296
67828,3197480
67828,3588975
67828,3675444
67828,2163455
67828,3067087
67828,3419037
67828,1964572
67828,666616
68717,381360
68717,3979527
68717,4053114
68717,2169120
68717,2721587
68717,20204
68717,3943181
68717,1215212
68717,1286087
68717,2506853
68717,30194
68717,88716
68717,2407951
68717,2359946
68717,3232169
68717,346189
68717,1210127
68717,2741086
68717,2785202
68717,309258
72315,2482839
72315,3303340
72315,129541
72315,493667
72315,663514
72315,2084846
72315,2531626
72315,4003238
72315,4021098
72315,893455
72315,2112721
72315,2457404
72315,2728646
72315,2985242
72315,3196958
72315,294785
72315,451703
72315,880128
72315,1448068
72315,1515911
72823,2426748
72823,811233
72823,1141465
72823,1809688
72823,2509715
72823,3200190
72823,2711990
72823,1895847
72823,1991108
72823,294490
72823,3263634
72823,3469353
72823,3626813
72823,517205
72823,2448401
72823,2037282
72823,2688651
72823,3238143
72823,4083115
72823,626301
72870,2736205
